品类,小类,功能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
智能网关,智能网关,子设备列表,我有哪些网关子设备,列举网关子设备,查看网关子设备列表,我的网关子设备,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
环境净化,智能香薰机,显示喷香启停,喷香开着呢吗？,喷香是开是关呢,喷香状态,喷香启动了吗,喷香呢,有木有在喷香香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,通风器,显示当前温度,当前温度,当前温度是多少,现在多少度,现在几度,现下是几度,现下多少度,现在有多少度,现在有几度,这会儿多少度,这会儿几度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,显示当前湿度,当前湿度,当前湿度是多少,当前湿度多大,现在湿度多大,现在湿度是多少,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,当前风机转速,通风器当前风机转速,通风器当前风机转速是多少,当前风机转着呢吗,当前风机转多快,现在的风机转速,现在风机转速是多少,现在风机转着呢吗,现在风机转多快,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,当前工作累计倒计时,通风器当前工作累计倒计时,通风器还能工作多久,通风器还能用多久,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,过滤器饱和值,通风器过滤器饱和值,通风器过滤器饱和值是多少,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,环境空气,环境空气如何,环境空气怎么样,环境空气好吗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,电源开关,通风器开,打开通风器,开开通风器,开通风器,启动通风器,开始通风器,开始通风,开启通风器,通风器开,关闭通风器,关通风器,关上通风器,停止通风器,关闭通风器电源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,照明开关,打开通风器照明开关,开通风器照明开关,启动通风器照明开关,开启通风器照明开关,开通风器照明开关,开开通风器照明开关,通风器照明开关启动,启用通风器照明开关,通风器照明开关关,关通风器照明开关,停止通风器照明,关闭通风器照明开关,关上通风器照明开关,闭掉通风器照明开关,通风器照明开关关闭,毙掉通风器照明开关,通风器不要照明了,通风器打开灯光开关,开通风器灯光开关,启动通风器灯光开关,开启通风器灯光开关,开通风器灯光开关,开开通风器灯光开关,通风器灯光开关启动,启用通风器灯光开关,通风器灯光开关关,关通风器灯光开关,停止通风器灯光,关闭通风器灯光开关,关上通风器灯光开关,闭掉通风器灯光开关,通风器灯光开关关闭,毙掉通风器灯光开关,不要通风器灯光了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,进风开关,打开通风器进风开关,开通风器进风开关,启动通风器进风开关,开启通风器进风开关,开通风器进风开关,开开通风器进风开关,通风器进风开关启动,启用通风器进风开关,通风器进风开关关,关通风器进风开关,停止通风器进风,关闭通风器进风开关,关上通风器进风开关,闭掉通风器进风开关,通风器进风开关关闭,毙掉通风器进风开关,通风器不要进风了,通风器不用进风了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,排风开关,打开通风器排风开关,开通风器排风开关,启动通风器排风开关,开启通风器排风开关,开通风器排风开关,开开通风器排风开关,通风器排风开关启动,启用通风器排风开关,通风器排风开关关,关通风器排风开关,停止通风器排风,关闭通风器排风开关,关上通风器排风开关,闭掉通风器排风开关,通风器排风开关关闭,毙掉通风器排风开关,通风器不要排风了,通风器不用排风了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,杀菌开关,打开通风器杀菌开关,开通风器杀菌开关,启动通风器杀菌开关,开启通风器杀菌开关,开通风器杀菌开关,开开通风器杀菌开关,通风器杀菌开关启动,启用通风器杀菌开关,通风器杀菌开关关,关通风器杀菌开关,停止通风器杀菌,关闭通风器杀菌开关,关上通风器杀菌开关,闭掉通风器杀菌开关,通风器开关杀菌关闭,毙掉通风器杀菌开关,通风器不要杀菌了,通风器不用杀菌了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,风机转速设置,"通风器风机转速设置为(0,+∞)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,工作累计倒计时设置,"工作累计倒计时设置(0,+∞)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,报警温度设置,"报警温度设置(-∞,+∞)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,过滤器饱和报警设置,"过滤器饱和报警设置(0,+∞)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,环境空气报警设置,"环境空气报警设置(0,+∞)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,报警,通风器有告警吗,通风器告警消息,通风器告警信息,播放通风器告警,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"延时关机(0,9)小时","通风器延时(0,+∞)小时关机",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,除湿机,显示当前温度,当前温度,当前温度是多少,现在多少度,现在几度,现下是几度,现下多少度,现在有多少度,现在有几度,这会儿多少度,这会儿几度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,显示当前湿度,当前湿度,当前湿度是多少,当前湿度多大,现在湿度多大,现在湿度是多少,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,显示空气质量,空气质量如何,空气质量怎么样,空气质量还可以吗,空气质量还阔以吗,空气质量行吗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,显示除霜状态,除湿机的除霜状态,除湿机除霜是什么状态,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,显示滤网使用时间,除湿机滤网的使用时间,除湿机滤网使用的时间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,开关,开除湿机,打开除湿机,开开除湿机,开除湿机,启动除湿机,开始除湿机,开始除湿机,开启除湿机,开除湿机开关,关闭除湿机,关除湿机,关上除湿机,停止除湿机,关闭电源除湿机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,童锁开关,打开童锁开关,开童锁开关,启动童锁开关,开启童锁开关,开童锁开关,开开童锁开关,童锁开关启动,启用童锁开关,童锁开关关,关童锁开关,禁用童锁,关闭童锁开关,关上童锁开关,闭掉童锁开关,童锁开关关闭,毙掉童锁开关,解除童锁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,负离子开关,负离子开,开负离子,启动负离子,开启负离子,开负离子,开开负离子,负离子启动,启用负离子,负离子关,关负离子,停止负离子,关闭负离子,关上负离子,闭掉负离子,负离子停止,毙掉负离子,不要负离子了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,除湿开关,打开除湿开关,开除湿开关,启动除湿开关,开启除湿开关,开除湿开关,开开除湿开关,除湿开关启动,启用除湿开关,除湿开关关,关除湿开关,停止除湿,关闭除湿开关,关上除湿开关,闭掉除湿开关,除湿开关关闭,毙掉除湿开关,不要除湿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,模式选择,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,湿度调节,"湿度设置成(0,+∞)","湿度设成(0,+∞)","湿度调为(0,+∞)","湿度调整成(0,+∞)","湿度调成(0,+∞)","湿度调到(0,+∞)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,风速调节,"除湿机风速调为(低风,高风)","除湿机风速调整为(低风,高风)","除湿机风速设为(低风,高风)","除湿机风速设置为(低风,高风)","除湿机风速调到(低风,高风)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,报警,除湿机有告警吗,除湿机告警消息,除湿机告警信息,播放除湿机告警,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,定时开、关,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,灭蚊灯,"开,关机按键",开灭蚊灯,打开灭蚊灯,开开灭蚊灯,开灭蚊灯电源,启动灭蚊灯,开始灭蚊灯,开始灭蚊,开启灭蚊灯,开灭蚊灯,关闭灭蚊灯,关灭蚊灯,关上灭蚊灯,停止灭蚊灯,关闭灭蚊灯电源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,有无执行任务,灭蚊灯有执行任务吗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"预约开,关",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,捕鼠器,定时任务,捕鼠器的定时任务,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,循环模式,捕鼠器当前的模式,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,开关,开捕鼠器,打开捕鼠器,开开捕鼠器,开始抓老鼠,启动捕鼠器,开始捕鼠器,开始捕鼠器,开启捕鼠器,开,关闭,关,关上,停止,关闭电源,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,模式选择(循环模式、递减模式),"捕鼠器开启(循环模式,递减模式)","捕鼠器设置为(循环模式,递减模式)","捕鼠器调整为(循环模式,递减模式)","捕鼠器设为(循环模式,递减模式)","捕鼠器调为(循环模式,递减模式)","捕鼠器调到(循环模式,递减模式)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,通电时间(2-59S),"捕鼠器通电时间设为(0,60)","捕鼠器通电时间调为(0,60)","捕鼠器通电时间调整为(0,60)","捕鼠器通电时间设置为(0,60)","捕鼠器通电时间调整到(0,60)","捕鼠器通电时间调到(0,60)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,断电时间(2-59S),"捕鼠器通电时间设为(0,60)","捕鼠器通电时间调为(0,60)","捕鼠器通电时间调整为(0,60)","捕鼠器通电时间设置为(0,60)","捕鼠器通电时间调整到(0,60)","捕鼠器通电时间调到(0,60)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,报警,捕鼠器有告警吗,捕鼠器告警消息,捕鼠器告警信息,播放捕鼠器告警,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"预约开,关",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
厨房电器,燃气灶,是否锁定,燃气灶功能是否被锁定,燃气灶的屏幕锁定了吗？,燃气灶童锁是开的还是关的,气灶童锁开的还是关的,燃气灶被锁屏了吗？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,火力大小,气灶当前火力多大,燃气灶现在火力是多少,燃气灶火多大,气灶右炉的火是多少,气灶右炉的火力多少,右炉火力是多大,右炉火力几级,气灶左炉的火是多少,气灶左炉的火力多少,左炉火力是多大,左炉火力几级,上报下炉子的火力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,预约任务,当前有什么预约任务,现在有什么定时任务,定时任务上报下,燃气灶什么时候会开,燃气灶什么时候会关,上报燃气灶的预约任务,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,右炉开关,把右边炉子打开,右边炉子开火,右炉开,打开右炉的火,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,右炉火力调整,"把右炉火(力)加大
",加大右炉的火(力),增大右炉火(力),调大右炉火(力),把右炉火力加到9,右炉火(力)加到5,右炉火力调到3,右炉火力增加到4,把右炉火力减小,减小右炉火(力),降低右炉火(力),调小右炉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,右炉倒计时关机(1~99min),"右炉(1,99)分钟后关","右炉设置为(1,99)分钟后关","右炉倒计时关机时间为(1,99)分钟","(1,99)分钟后把右炉关了","(1,99)分钟后关火",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,左炉开关,把左边炉子打开,左边炉子开火,左炉开,打开左炉的火,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,左炉火力调整,把左炉火(力)加大,加大左炉的火(力),增大左炉火(力),调大左炉火(力),把左炉火力加到8,左炉火(力)加到7,左炉火力调到2,左炉火力增加到1,把左炉火力减小,减小左炉火(力),降低左炉火(力),调小左炉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,左炉倒计时关机(1~99min),"左炉(1,99)分钟后关","左炉设置为(1,99)分钟后关","左炉倒计时关机时间为(1,99)分钟","(1,99)分钟后关火","(1,99)分钟后把左炉关了",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,童锁开关,锁屏,童锁开,把童锁打开,锁屏关闭,把屏幕上锁,把童锁关了,关童锁,关闭童锁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,报警,气灶有没有报警信息,最近有没有燃气灶的报警,燃气灶有报警嘛,燃气灶状态是否正常,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,燃气热水器,当前水温,燃气热水器当前水温多少,燃气热水器当前水温多高,热水器温度是多少,现在热水器温度多少,热水器中水多热,当前水温是多少,当前水温多少度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,火焰燃烧标志,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"热水器开,关",把热水器打开,热水器开,开热水器,把热水器开了,打开热水器,把热水器关了,热水器关,关热水器,把热水器关了,关掉热水器,关闭热水器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,模式选择(浴室模式、浴缸模式、厨房模式、节能模式),热水器开启浴室模式,把浴室模式打开,开启浴室模式,浴室模式开,打开浴室模式,切换到浴室模式,热水器开启厨房模式,把厨房模式打开,开启厨房模式,厨房模式开,打开厨房模式,切换到厨房模式,热水器开启浴缸模式,把浴缸模式打开,开启浴缸模式,浴缸模式开,打开浴缸模式,切换到浴缸模式,热水器开启节能模式,把节能模式打开,开启节能模式,节能模式开,打开节能模式,切换到节能模式,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,流量调节,热水器每分钟进水9升,热水器进水流量调到10,热水器流量设置为12升,水流量为5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,温度调节,最高温度设置为40度,温度最高允许45°,温度最高允许加到85度,热水器最高只能加热到65度,把温度设置为75度,把最高温度调到77度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,点火20分钟倒计时提示,点火倒计时设置为10分钟,9分钟后关闭点火,8分钟后把火关了,点火时间为15分钟,17分钟倒计时后把热水器火关了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,报警,热水器有没有报警,热水器状态正常嘛,最近有没有热水器的报警,热水器功能都正常吗？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,电饭煲,保压时间(仅在自选压力烹饪模式下显示),电饭煲保压时间是多少,电饭煲默认的保压时间是多少,当前电饭煲设置的保压时间是多长,电饭煲保压时长,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,预约定时时间,当前有什么预约任务,现在有什么定时任务,定时任务上报下,电饭煲什么时候会开,电饭煲什么时候会关,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,保温时间,保温时间多少,保温时间多长,电饭煲报温多久,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,压力显示,电饭煲压力是多少,电饭煲默认的压力是多少,当前电饭煲设置的压力多大,当前压力多少,压力多大,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"电饭煲总开,关",把电饭煲打开,电饭煲开,开电饭煲,把电饭煲开了,打开电饭煲,把电饭煲关了,电饭煲关,关电饭煲,把电饭煲关了,关掉电饭煲,关闭电饭煲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,保温开关,把保温开关打开,开保温,保温开,打开保温模式,保温关,关闭保温,保温模式关,保温开关关闭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"模式选择(米饭,烩饭、煸炒、慢煮、罐头,保存、鱼,蔬菜,蒸煮、汤,炖菜、豆类,扁豆、自选压力烹饪)","把(米饭,烩饭)模式打开","开启(米饭,烩饭)模式","(米饭,烩饭)模式开","打开(米饭,烩饭)模式","切换到(米饭,烩饭)模式","选择(米饭,烩饭)模式",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"米饭,烩饭模式白米(white)开,关",打开白米开关,选择白米,白米开关开,白米模式开,设置为白米模式,关闭白米开关,白米开关关,白米模式关,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"米饭,烩饭模式糙米(brown)开,关",打开糙米开关,选择糙米,糙米开关开,糙米模式开,设置为糙米模式,关闭糙米开关,糙米开关关,糙米模式关,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"米饭,烩饭模式自选时间(min)",烹饪时间半小时,烹饪30分钟,煮1个小时,煮半小时后关,"米饭,烩饭模式时间设置为1个半小时",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,时间档位快档(quick、medium、well),选择快速档位,设置为快速档,调到快速档位,选择快档,选择中速档位,设置为中速档,调到中速档位,选择中档,选择慢速档位,设置为慢速档,调到慢速档位,选择慢档,选择低速档位,设置为低速档,调到低速档位,选择低档,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,自选压力设置(滑档20~80kpa),压力设置20千帕,压力29千帕,压力选择70千帕,45千帕的压力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,自选保压时间(滑档10min~60min),保压时间设置10分钟,保压时间45分钟,保压时间选择55分钟,35分钟的保压时间,20分钟后结束保压,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,故障提示,电饭煲有没有报警信息,最近有没有电饭煲的报警,电饭煲有报警嘛,电饭煲状态是否正常,电饭煲功能是否正常,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,预约按键 预约时间设置(0~24小时),"预约时间(0,24)小时","(0,24)小时开始工作","(0,24)小时后开始煮饭","(0,24)小时后炖汤","预约时间设置为(0,24)小时",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,电热水壶,温度显示,电热水壶当前水温多少,电热水壶当前水温多高,水壶温度是多少,现在水壶温度多少,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,定时任务开关时间,当前有什么预约任务,现在有什么定时任务,定时任务上报下,水壶什么时候开始工作,水壶什么时候烧水,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,便捷模式显示,当前模式是什么,上报当前模式,水壶现在是什么模式,当前便捷模式是什么,水壶工作在什么模式,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"开,关机",把水壶打开,热水壶开,水壶开始烧水,把热水壶开了,打开热水壶,把热水壶关了,热水壶关,关热水壶,把热水壶关了,关掉热水壶,关闭热水壶,热水壶停在工作,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,除氯开关,打开除氯开关,除氯开,除氯功能开,开启除氯模式,除氯按钮开,打开除氯关,除氯关,除氯功能关,关闭除氯模式,除氯按钮关,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,沸腾开关,打开沸腾开关,沸腾开,沸腾功能开,开启沸腾模式,沸腾按钮开,打开沸腾关,沸腾关,沸腾功能关,关闭沸腾模式,沸腾按钮关,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,保温温度设置,保温设置为30度,保温温度25度,保温温度保持在45度,温度保持在55度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,定时加热开关,定时加热开关开,开启定时加热功能,启动定时加热模式,定时加热按钮开,定时加热关,关闭定时加热,定时加热功能关闭,结束定时加热,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,定时加热时间设置,1小时后定时加热,2小时后开启定时加热,定时加热时间为4小时后,5小时开始加热,加热功能6小时后开启,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,自动保温开关,打开自动保温开关,自动保温开,自动保温功能开,开启自动保温模式,自动保温按钮开,关闭自动保温,自动保温功能关闭,结束自动保温,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,便捷模式(茶、咖啡、牛奶、豆浆、花茶、柠檬水),便捷模式茶模式开,便捷模式咖啡模式开,便捷模式牛奶模式开,便捷模式豆浆模式开,便捷模式花茶模式开,便捷模式柠檬水模式开,选择茶模式,模式切换到牛奶模式,模式选咖啡模式,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,制冰机,有无执行任务,制冰机什么时候开始工作,制冰机有无预约任务,制冰机预约任务什么时候执行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"制冰机开,关",制冰机开始工作,把制冰机打开,制冰机开,关闭制冰机,制冰机关,制冰机停止工作,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,冰块类型(小冰模式、中冰模式、大冰模式),制冰机模式选择小冰模式小冰模式开启,,小冰模式开,选择小冰模式,小冰功能启用,制冰机模式选择中冰模式,中冰模式开启,中冰模式开,选择中冰模式,中冰功能启用,制冰机模式选择大冰模式,大冰模式开启,大冰模式开,选择大冰模式,大冰功能启用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,告警,制冰机功能是否正常,制冰机状态是否有异常,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
